Date,B3SA3,BBDC4,ITUB4,PETR4,VALE3,^BVSP
2009-03-04,3.92012095451355,7.7475810050964355,5.676660537719727,13.261797904968262,16.98923110961914,38402.0
2009-03-05,3.826488494873047,7.58400821685791,5.635677814483643,13.07572078704834,16.225263595581055,37369.0
2009-03-06,3.838972806930542,7.758732318878174,5.712525367736816,12.909762382507324,15.799101829528809,37105.0
2009-03-09,3.8639423847198486,7.5356764793396,5.645923137664795,12.924847602844238,15.43530559539795,36741.0
2009-03-10,4.17605447769165,7.989230155944824,5.943076133728027,13.613836288452148,16.57866096496582,38795.0
2009-03-11,4.194779872894287,7.91859769821167,5.955885887145996,13.684248924255371,16.744966506958008,38805.0
2009-03-12,4.238475322723389,8.126784324645996,6.109582901000977,13.855231285095215,16.45393180847168,39152.0
2009-03-13,4.213506698608398,8.067300796508789,6.148008823394775,13.930676460266113,16.01737403869629,39015.0
2009-03-16,4.213506698608398,8.11191177368164,6.176191329956055,13.674189567565918,15.94461727142334,38607.0
2009-03-17,4.28841495513916,8.253185272216797,6.311955451965332,14.071490287780762,16.34479331970215,39511.0
2009-03-18,4.444470405578613,8.413043975830078,6.509202480316162,14.232419967651367,16.18368911743164,40142.0
2009-03-19,4.238475322723389,8.178828239440918,6.3426923751831055,14.710186958312988,16.526691436767578,40453.0
2009-03-20,4.1573262214660645,7.996663570404053,6.250474452972412,14.634751319885254,16.292821884155273,40076.0
2009-03-23,4.488165855407715,8.58777141571045,6.852468967437744,15.519876480102539,17.3166446685791,42439.0
2009-03-24,4.5505876541137695,8.405609130859375,6.60654878616333,15.263391494750977,16.68779945373535,41476.0
2009-03-25,4.619252681732178,8.476238250732422,6.629602432250977,15.30362606048584,16.734573364257812,41799.0
2009-03-26,4.775308132171631,8.717883110046387,6.839661121368408,15.273447036743164,17.197114944458008,42589.0
2009-03-27,4.650461673736572,8.76622200012207,6.81403923034668,14.886204719543457,16.760560989379883,41907.0
2009-03-30,4.475681304931641,8.491111755371094,6.616793632507324,14.4738187789917,15.814691543579102,40653.0
2009-03-31,4.388291358947754,8.58777141571045,6.570683479309082,14.35815143585205,16.11092185974121,40926.0
2009-04-01,4.681673526763916,8.840571403503418,6.673151969909668,14.785626411437988,16.370777130126953,41976.0
2009-04-02,4.775308132171631,9.100258827209473,6.993362903594971,15.338823318481445,17.446571350097656,43736.0
2009-04-03,4.98754358291626,9.297356605529785,7.172675132751465,15.28853702545166,17.64406394958496,44391.0
2009-04-06,4.937605381011963,9.390336036682129,7.244404315948486,15.233217239379883,17.181520462036133,44167.0
2009-04-07,4.900152683258057,9.334548950195312,7.259774684906006,15.072282791137695,16.807334899902344,43825.0
2009-04-08,5.1061482429504395,9.453556060791016,7.2495317459106445,15.027021408081055,16.94245719909668,44182.0
2009-04-09,5.337108612060547,9.836603164672852,7.492887496948242,15.694494247436523,18.033845901489258,45539.0
2009-04-13,5.45571231842041,9.836603164672852,7.441651344299316,15.669052124023438,18.501577377319336,45992.0
2009-04-14,5.2247490882873535,9.50561237335205,7.093262672424316,15.52147102355957,18.517169952392578,45418.0
2009-04-15,5.149843215942383,9.520499229431152,7.093262672424316,15.256844520568848,18.65229606628418,45273.0
2009-04-16,5.449468612670898,9.799419403076172,7.298198699951172,15.267023086547852,18.77074432373047,46025.0
2009-04-17,5.480678558349609,9.743638038635254,7.2495317459106445,15.022749900817871,18.6177978515625,45778.0
2009-04-20,5.405773639678955,9.334548950195312,6.988236427307129,14.65633773803711,17.86886215209961,44433.0
2009-04-22,5.4931640625,9.245293617248535,6.867838382720947,14.559649467468262,18.0798282623291,44888.0
2009-04-23,5.60552453994751,9.654372215270996,7.147059917449951,14.895524024963379,18.5914249420166,45801.0
2009-04-24,5.861455917358398,9.765946388244629,7.323809623718262,14.915875434875488,18.93952178955078,46772.0
2009-04-27,5.767821788787842,9.420082092285156,7.070207595825195,14.600361824035645,18.412097930908203,45820.0
2009-04-28,5.549343585968018,9.520499229431152,7.22391414642334,14.67160415649414,18.090377807617188,45821.0
2009-04-29,5.6367363929748535,10.085780143737793,7.705507278442383,15.134705543518066,18.46484375,47227.0
2009-04-30,5.536860466003418,10.074621200561523,7.78748083114624,15.032927513122559,19.0291805267334,47290.0
2009-05-04,5.962749004364014,10.561799049377441,8.212712287902832,16.096529006958008,21.09665298461914,50405.0
2009-05-05,5.85012674331665,10.825274467468262,8.415083885192871,16.32553482055664,20.938426971435547,50670.0
2009-05-06,5.9564924240112305,10.977808952331543,8.320305824279785,16.564716339111328,21.09665298461914,51499.0
2009-05-07,5.862643718719482,10.497916221618652,7.690136432647705,16.27464485168457,20.305522918701172,50058.0
2009-05-08,6.319389820098877,10.788077354431152,7.779792785644531,16.793725967407227,20.59560775756836,51396.0
2009-05-11,6.319389820098877,10.509076118469238,7.577419281005859,16.727558135986328,20.65889549255371,50976.0
2009-05-12,6.388216018676758,10.37143325805664,7.4544596672058105,16.462936401367188,20.105106353759766,50326.0
2009-05-13,6.281848430633545,9.988277435302734,7.257213115692139,16.02018928527832,19.303434371948242,48679.0
